iter	RMSE
0	0.03872064024
1	0.03864452133
2	0.03856250406
3	0.03848934894
4	0.03841614064
5	0.03833972428
6	0.03826885855
7	0.03819812717
8	0.03812302107
9	0.0380478389
10	0.03796784951
11	0.03790437227
12	0.03783291051
13	0.03776002242
14	0.03768040665
15	0.03761601898
16	0.03754051329
17	0.03746785266
18	0.03739497396
19	0.03733296842
20	0.03726101364
21	0.03719500911
22	0.03712436526
23	0.03705911925
24	0.03699209152
25	0.03692793162
26	0.03686513699
27	0.0368015064
28	0.03672897426
29	0.03666713802
30	0.03659941206
31	0.03653340207
32	0.03646193505
33	0.03639671984
34	0.03633369263
35	0.03627300448
36	0.03621693274
37	0.03615110832
38	0.03608912326
39	0.03602798913
40	0.03598327161
41	0.03591784531
42	0.03584911603
43	0.0357839921
44	0.03572938639
45	0.0356632876
46	0.03559714158
47	0.0355355678
48	0.03546969096
49	0.03541412701
50	0.03534896949
51	0.03527874828
52	0.03521224969
53	0.03516023377
54	0.03510131807
55	0.03505767561
56	0.03498989891
57	0.03493281512
58	0.0348724205
59	0.03480892348
60	0.03475724153
61	0.03469621602
62	0.0346374657
63	0.0345752906
64	0.03451707417
65	0.03446194636
66	0.03441135646
67	0.03435132353
68	0.03429546598
69	0.03424637082
70	0.0341927399
71	0.03415243704
72	0.03409894947
73	0.03404601674
74	0.03399050214
75	0.0339308972
76	0.0338748702
77	0.03382487814
78	0.03377686665
79	0.03372048355
80	0.03365886719
81	0.03361197871
82	0.03355493552
83	0.03350399338
84	0.03345448083
85	0.03339046577
86	0.033325501
87	0.03327408976
88	0.03322102599
89	0.03317450632
90	0.03312828173
91	0.03308020947
92	0.03302427524
93	0.0329729261
94	0.03292203985
95	0.03288183849
96	0.03282657365
97	0.03278006695
98	0.03274380107
99	0.0327004432
100	0.03265641991
101	0.03261988772
102	0.03256465604
103	0.03252480606
104	0.0324771685
105	0.0324334296
106	0.03239114446
107	0.03234215407
108	0.03230242504
109	0.03226679737
110	0.0322183193
111	0.03217202741
112	0.032123073
113	0.03208719218
114	0.03203818053
115	0.03198965986
116	0.03194146974
117	0.03189642752
118	0.03184284486
119	0.03180656497
120	0.03174735724
121	0.0317094174
122	0.03167792749
123	0.03163050842
124	0.03158625835
125	0.03154082548
126	0.0314974665
127	0.03145760385
128	0.03142227137
129	0.03137933604
130	0.03133373717
131	0.03128763821
132	0.03124276411
133	0.03119538136
134	0.03115227389
135	0.03110475903
136	0.03106009497
137	0.03101554185
138	0.03097556429
139	0.03092931366
140	0.03087933068
141	0.03082831775
142	0.03079933336
143	0.03075826369
144	0.03071261534
145	0.03067579819
146	0.03064137508
147	0.03060174545
148	0.03056381511
149	0.03051888641
150	0.03047644051
151	0.03043447324
152	0.03039167824
153	0.03035433548
154	0.03031158096
155	0.03027725332
156	0.03023987725
157	0.03020761125
158	0.03017116649
159	0.03013707929
160	0.03009795032
161	0.03005759989
162	0.03001350774
163	0.02997046059
164	0.02993112478
165	0.02988164699
166	0.02984970594
167	0.0298152888
168	0.029785684
169	0.02975014353
170	0.02971305951
171	0.0296784157
172	0.02964212542
173	0.0296060553
174	0.0295571006
175	0.02951903186
176	0.02947825734
177	0.02944214915
178	0.02941155067
179	0.02937062969
180	0.02933339546
181	0.02929776712
182	0.02925987499
183	0.02923552905
184	0.02920179411
185	0.02916827364
186	0.02914753668
187	0.02910602079
188	0.02907404219
189	0.02904323282
190	0.02900780104
191	0.02897068503
192	0.02893675121
193	0.02890264951
194	0.02887373193
195	0.02884059508
196	0.0288170806
197	0.02878381923
198	0.02874829761
199	0.02871348811
200	0.02867903598
201	0.0286497271
202	0.0286125572
203	0.02857520625
204	0.02853439849
205	0.02850297816
206	0.02847117274
207	0.02843936265
208	0.02840644747
209	0.02836381239
210	0.02833325252
211	0.02830186747
212	0.02826413906
213	0.02822715409
214	0.0281969993
215	0.02816380102
216	0.02813525983
217	0.02809701654
218	0.02807957397
219	0.02805873601
220	0.02803206562
221	0.02800270725
222	0.02797022276
223	0.02794213683
224	0.02792169064
225	0.02788789908
226	0.02785989179
227	0.02784059727
228	0.02780040491
229	0.02776923086
230	0.02774715548
231	0.02770873796
232	0.02767475282
233	0.02765249725
234	0.02762682749
235	0.02759136797
236	0.02756617176
237	0.02753198512
238	0.02750532494
239	0.02747528536
240	0.02743610161
241	0.02741064618
242	0.02738185623
243	0.02735206573
244	0.02732584733
245	0.02730246596
246	0.02727395567
247	0.02724483904
248	0.02721968244
249	0.02718675491
250	0.02715607159
251	0.02712522542
252	0.02709017293
253	0.02706403102
254	0.02703126162
255	0.02699886315
256	0.02698619178
257	0.02696506332
258	0.02694022393
259	0.02691667316
260	0.02688674659
261	0.02685545023
262	0.02683055092
263	0.02680741989
264	0.02678310493
265	0.02676826309
266	0.02674026311
267	0.02670824651
268	0.02668784012
269	0.02665773362
270	0.02662862973
271	0.02660538815
272	0.02656835816
273	0.02653906211
274	0.0265090512
275	0.02648769159
276	0.02645902416
277	0.026434037
278	0.02640592079
279	0.02638659951
280	0.02636326822
281	0.02633850818
282	0.02632234927
283	0.02630612794
284	0.0262742688
285	0.02624824637
286	0.02622451906
287	0.02619464179
288	0.02616009667
289	0.02613281773
290	0.02610443922
291	0.02608965289
292	0.02605777434
293	0.02603690733
294	0.02600420845
295	0.0259827948
296	0.02595780656
297	0.02593642247
298	0.02590742763
299	0.02589203701
300	0.02586079526
301	0.02584156576
302	0.02580426404
303	0.02577756723
304	0.02575368041
305	0.02572426044
306	0.02570061473
307	0.02568081544
308	0.02565271622
309	0.02563425514
310	0.02561511888
311	0.02559204094
312	0.02557635097
313	0.02555205612
314	0.02553071392
315	0.0255052427
316	0.02547174608
317	0.02544642842
318	0.02542606451
319	0.02539055634
320	0.02536952708
321	0.02534259225
322	0.0253099425
323	0.02528161127
324	0.02525881524
325	0.02523563421
326	0.02521049376
327	0.02518888843
328	0.02516903272
329	0.02514592052
330	0.02512027434
331	0.02509481264
332	0.0250758306
333	0.02506421173
334	0.02504150237
335	0.02501451581
336	0.02500154093
337	0.02498487515
338	0.02496985698
339	0.02495279407
340	0.02492919995
341	0.02491723852
342	0.02488385981
343	0.02486099778
344	0.02483802854
345	0.02481468954
346	0.02479930748
347	0.02476441239
348	0.02474834717
349	0.02472144627
350	0.024707146
351	0.02468384239
352	0.02466383543
353	0.02464120407
354	0.02461710453
355	0.02459783182
356	0.0245733706
357	0.02454596057
358	0.02452995598
359	0.0245046518
360	0.02448553647
361	0.02446907981
362	0.02444644047
363	0.02442766486
364	0.02441314969
365	0.02439811013
366	0.02438171982
367	0.02435119625
368	0.02433739302
369	0.02431522566
370	0.02430128421
371	0.02428097033
372	0.02426051782
373	0.02423034937
374	0.0242113447
375	0.0241918885
376	0.02416396659
377	0.02414877078
378	0.02414612506
379	0.02411829371
380	0.02410295554
381	0.02407589246
382	0.02404482114
383	0.02403091321
384	0.02400015201
385	0.02397988233
386	0.02395432735
387	0.023934539
388	0.02391890673
389	0.02389223058
390	0.0238667663
391	0.02384543049
392	0.02382544485
393	0.02380060269
394	0.02378033841
395	0.02375689999
396	0.02373922826
397	0.02372444813
398	0.0237028347
399	0.02367558405
400	0.02364829377
401	0.02363549621
402	0.02361895443
403	0.02359677128
404	0.0235740131
405	0.02354639557
406	0.02352207428
407	0.0235040862
408	0.0234719283
409	0.02346134113
410	0.02343629291
411	0.02342681724
412	0.02340487868
413	0.02339183778
414	0.02337261629
415	0.02334616271
416	0.02332098566
417	0.02330201916
418	0.02328559086
419	0.02326509487
420	0.0232527565
421	0.02323463308
422	0.02321249002
423	0.02319405605
424	0.02318103553
425	0.02316612558
426	0.0231496339
427	0.0231285636
428	0.02310128127
429	0.02308868558
430	0.02306123335
431	0.0230385115
432	0.02301974269
433	0.02299732049
434	0.0229805246
435	0.02296337391
436	0.02293952423
437	0.02292985428
438	0.02291072735
439	0.0228836417
440	0.02286216256
441	0.02284990311
442	0.02283478674
443	0.02281143648
444	0.022793746
445	0.02278438767
446	0.02276271967
447	0.02274541246
448	0.02273429587
449	0.02272123462
450	0.02269667021
451	0.02267196806
452	0.0226641016
453	0.02264911479
454	0.02263788865
455	0.02261675694
456	0.02259442837
457	0.02257290892
458	0.02255066224
459	0.0225370253
460	0.02251695683
461	0.02249958802
462	0.02248083819
463	0.02246423672
464	0.02244260567
465	0.02241965223
466	0.02240760419
467	0.02239561281
468	0.02237516661
469	0.02235910742
470	0.02234473452
471	0.02232615339
472	0.02230768815
473	0.02228515089
474	0.02227200881
475	0.02226027697
476	0.02223911284
477	0.02222379827
478	0.02220774495
479	0.02219309711
480	0.02217139782
481	0.02215627661
482	0.02214316139
483	0.02212368326
484	0.02210195718
485	0.02208603701
486	0.02207009692
487	0.02205483274
488	0.02203887869
489	0.02201860424
490	0.02200087018
491	0.02197947393
492	0.02196149859
493	0.0219373544
494	0.02191936429
495	0.02190738535
496	0.02188954282
497	0.02187360105
498	0.02185773525
499	0.02184473762
500	0.02183090238
501	0.02181437517
502	0.02180462402
503	0.02178194087
504	0.02176500478
505	0.02174949453
506	0.02173225348
507	0.02171880486
508	0.02169811192
509	0.02168244163
510	0.02166608589
511	0.02164355966
512	0.02162659714
513	0.02161126853
514	0.02159428296
515	0.02158355596
516	0.02156805107
517	0.02155434069
518	0.02154545586
519	0.02153672172
520	0.0215187091
521	0.02150667912
522	0.02148497546
523	0.02146532285
524	0.02144410904
525	0.02142637431
526	0.02141598055
527	0.02140633032
528	0.02139472923
529	0.02137852374
530	0.02136750109
531	0.02135918551
532	0.0213371266
533	0.02132058543
534	0.02130254631
535	0.02129132183
536	0.02127888141
537	0.02126426812
538	0.02124650729
539	0.02122643369
540	0.02121132852
541	0.0211991328
542	0.02118290233
543	0.02116856909
544	0.02115106004
545	0.02113393573
546	0.02111961998
547	0.02109921842
548	0.02108952589
549	0.02107443434
550	0.02105612543
551	0.02105409256
552	0.02104000816
553	0.02101542028
554	0.02099757666
555	0.02097650317
556	0.02096307435
557	0.02094704005
558	0.02092436452
559	0.02090860927
560	0.02089152031
561	0.0208768032
562	0.02085850018
563	0.02084631558
564	0.02083362661
565	0.02082279034
566	0.02081014422
567	0.02079859129
568	0.02078481678
569	0.02077442053
570	0.0207637579
571	0.02076145237
572	0.02074616833
573	0.02073402104
574	0.02072237607
575	0.02071177635
576	0.02069990104
577	0.02068673639
578	0.02066920277
579	0.02065994762
580	0.02064574984
581	0.02063399899
582	0.02062163584
583	0.02060356724
584	0.02058823182
585	0.02057796316
586	0.0205624481
587	0.0205477074
588	0.02052837422
589	0.02050136366
590	0.02048191016
591	0.02046199366
592	0.02044607629
593	0.02041952718
594	0.02040137307
595	0.02038733172
596	0.02037317436
597	0.0203530204
598	0.02033393368
599	0.02032138512
600	0.02030498558
601	0.02029794147
602	0.02028368525
603	0.02026579707
604	0.02025303627
605	0.02023643123
606	0.02022275492
607	0.02020887951
608	0.02020052028
609	0.02018530057
610	0.02017348905
611	0.02015871313
612	0.02014653497
613	0.02013286519
614	0.02011729532
615	0.02010752991
616	0.02009455539
617	0.02007759971
618	0.02006072311
619	0.02005368512
620	0.02003869087
621	0.02002281581
622	0.02000876042
623	0.01999153712
624	0.01997410568
625	0.01995436662
626	0.01993831218
627	0.01992109294
628	0.01990936594
629	0.01989374769
630	0.01987278943
631	0.01985994465
632	0.01985136936
633	0.0198433497
634	0.01983025417
635	0.01981808846
636	0.01980752402
637	0.01979320205
638	0.01977702962
639	0.01976544341
640	0.01975875067
641	0.01974994582
642	0.01973845541
643	0.01972288294
644	0.01970791663
645	0.01969449738
646	0.01967800037
647	0.01966676805
648	0.01964563966
649	0.01962874548
650	0.01961176756
651	0.01959694784
652	0.01957954913
653	0.01955847559
654	0.01955050955
655	0.01953418568
656	0.01951579964
657	0.01949401158
658	0.01947940017
659	0.01945928358
660	0.01944202469
661	0.0194331735
662	0.01941995951
663	0.01941372702
664	0.01940437416
665	0.01939793721
666	0.01938411839
667	0.01937005585
668	0.01935519853
669	0.01934680505
670	0.01933603186
671	0.01932313282
672	0.01931004577
673	0.01929756661
674	0.01928719772
675	0.01926918627
676	0.01926289549
677	0.01924709934
678	0.01923467114
679	0.01921856944
680	0.01920782799
681	0.0191885153
682	0.0191796341
683	0.01916427213
684	0.01915222554
685	0.01914111044
686	0.01913005551
687	0.01911152848
688	0.01909571738
689	0.01908923726
690	0.01908027146
691	0.0190702615
692	0.01905601349
693	0.01904442776
694	0.01903073204
695	0.01901890913
696	0.01900559785
697	0.01899150693
698	0.01898311574
699	0.01897081896
700	0.01895176189
701	0.01893695141
702	0.01892380396
703	0.01891470185
704	0.01890048157
705	0.01889072745
706	0.01888204369
707	0.01886992323
708	0.01885107975
709	0.01883018463
710	0.01881913143
711	0.01879935719
712	0.01878998686
713	0.01878026954
714	0.01876734184
715	0.0187583132
716	0.01875042963
717	0.0187422435
718	0.01872670218
719	0.01870896167
720	0.01870231696
721	0.01869376762
722	0.01868550867
723	0.0186759314
724	0.0186682845
725	0.01865874064
726	0.01864457554
727	0.01863546003
728	0.01862047517
729	0.0186081073
730	0.01859453415
731	0.01858763228
732	0.01857248418
733	0.01854982142
734	0.01853282934
735	0.0185271155
736	0.01851326535
737	0.01850114028
738	0.01848346421
739	0.01847723283
740	0.01846060981
741	0.01844587231
742	0.01843452134
743	0.0184197632
744	0.0184064047
745	0.0183961453
746	0.01837937462
747	0.01836596534
748	0.01835461872
749	0.01834702889
750	0.01833206641
751	0.01831737763
752	0.01829851781
753	0.01828132849
754	0.01826616545
755	0.01824480321
756	0.01823459308
757	0.01822148034
758	0.01819801785
759	0.0181825619
760	0.01817372819
761	0.01816320906
762	0.01815715801
763	0.01814889748
764	0.01814119515
765	0.01812821414
766	0.01811386099
767	0.01810290058
768	0.01809765077
769	0.0180876999
770	0.018075471
771	0.01806361223
772	0.01804913204
773	0.01803416743
774	0.01802193316
775	0.01800815407
776	0.01799346957
